full_name,ros_distro,n_packages_in_distro,repo_url_normalized,host
PickNikRobotics/snowbot_operating_system,kilted,1,https://github.com/PickNikRobotics/snowbot_operating_system,github.com
PlanSys2/ros2_planning_system,kilted,16,https://github.com/PlanSys2/ros2_planning_system,github.com
PlotJuggler/plotjuggler-ros-plugins,kilted,1,https://github.com/PlotJuggler/plotjuggler-ros-plugins,github.com
ROBOTIS-GIT/DynamixelSDK,kilted,3,https://github.com/ROBOTIS-GIT/DynamixelSDK,github.com
ROBOTIS-GIT/ai_worker,kilted,11,https://github.com/ROBOTIS-GIT/ai_worker,github.com
ROBOTIS-GIT/coin_d4_driver,kilted,1,https://github.com/ROBOTIS-GIT/coin_d4_driver,github.com
ROBOTIS-GIT/dynamixel-workbench,kilted,2,https://github.com/ROBOTIS-GIT/dynamixel-workbench,github.com
ROBOTIS-GIT/dynamixel-workbench-msgs,kilted,1,https://github.com/ROBOTIS-GIT/dynamixel-workbench-msgs,github.com
ROBOTIS-GIT/dynamixel_hardware_interface,kilted,1,https://github.com/ROBOTIS-GIT/dynamixel_hardware_interface,github.com
ROBOTIS-GIT/dynamixel_interfaces,kilted,1,https://github.com/ROBOTIS-GIT/dynamixel_interfaces,github.com
ROBOTIS-GIT/hls_lfcd_lds_driver,kilted,1,https://github.com/ROBOTIS-GIT/hls_lfcd_lds_driver,github.com
ROBOTIS-GIT/ld08_driver,kilted,1,https://github.com/ROBOTIS-GIT/ld08_driver,github.com
ROBOTIS-GIT/open_manipulator,kilted,11,https://github.com/ROBOTIS-GIT/open_manipulator,github.com
ROBOTIS-GIT/turtlebot3,kilted,8,https://github.com/ROBOTIS-GIT/turtlebot3,github.com
ROBOTIS-GIT/turtlebot3_autorace,kilted,4,https://github.com/ROBOTIS-GIT/turtlebot3_autorace,github.com
ROBOTIS-GIT/turtlebot3_manipulation,kilted,8,https://github.com/ROBOTIS-GIT/turtlebot3_manipulation,github.com
ROBOTIS-GIT/turtlebot3_msgs,kilted,1,https://github.com/ROBOTIS-GIT/turtlebot3_msgs,github.com
ROBOTIS-GIT/turtlebot3_simulations,kilted,3,https://github.com/ROBOTIS-GIT/turtlebot3_simulations,github.com
RoboSense-LiDAR/rslidar_msg,kilted,1,https://github.com/RoboSense-LiDAR/rslidar_msg,github.com
RobotWebTools/rosbridge_suite,kilted,7,https://github.com/RobotWebTools/rosbridge_suite,github.com
RobotWebTools/tf2_web_republisher,kilted,2,https://github.com/RobotWebTools/tf2_web_republisher,github.com
RobotWebTools/web_video_server,kilted,1,https://github.com/RobotWebTools/web_video_server,github.com
SBG-Systems/sbg_ros2,kilted,1,https://github.com/SBG-Systems/sbg_ros2,github.com
SICKAG/sick_safetyscanners2,kilted,1,https://github.com/SICKAG/sick_safetyscanners2,github.com
SICKAG/sick_safetyscanners2_interfaces,kilted,1,https://github.com/SICKAG/sick_safetyscanners2_interfaces,github.com
SICKAG/sick_safetyscanners_base,kilted,1,https://github.com/SICKAG/sick_safetyscanners_base,github.com
SICKAG/sick_safevisionary_base,kilted,1,https://github.com/SICKAG/sick_safevisionary_base,github.com
SICKAG/sick_safevisionary_ros2,kilted,3,https://github.com/SICKAG/sick_safevisionary_ros2,github.com
SICKAG/sick_scan_xd,kilted,1,https://github.com/SICKAG/sick_scan_xd,github.com
Simple-Robotics/nanoeigenpy,kilted,1,https://github.com/Simple-Robotics/nanoeigenpy,github.com
Simple-Robotics/proxsuite,kilted,1,https://github.com/Simple-Robotics/proxsuite,github.com
StefanFabian/qml6_ros2_plugin,kilted,1,https://github.com/StefanFabian/qml6_ros2_plugin,github.com
StefanFabian/qml_ros2_plugin,kilted,1,https://github.com/StefanFabian/qml_ros2_plugin,github.com
SteveMacenski/nonpersistent_voxel_layer,kilted,1,https://github.com/SteveMacenski/nonpersistent_voxel_layer,github.com
SteveMacenski/slam_toolbox,kilted,1,https://github.com/SteveMacenski/slam_toolbox,github.com
SteveMacenski/spatio_temporal_voxel_layer-release,kilted,2,https://github.com/SteveMacenski/spatio_temporal_voxel_layer-release,github.com
THA-Embedded-Systems-Lab/soar_ros,kilted,1,https://github.com/THA-Embedded-Systems-Lab/soar_ros,github.com
Tanneguydv/tf_tree_terminal,kilted,1,https://github.com/Tanneguydv/tf_tree_terminal,github.com
Tonywelte/rosidlcpp,kilted,13,https://github.com/Tonywelte/rosidlcpp,github.com
ToyotaResearchInstitute/gauges2,kilted,1,https://github.com/ToyotaResearchInstitute/gauges2,github.com
UniversalRobots/Universal_Robots_Client_Library,kilted,1,https://github.com/UniversalRobots/Universal_Robots_Client_Library,github.com
UniversalRobots/Universal_Robots_ROS2_Description,kilted,1,https://github.com/UniversalRobots/Universal_Robots_ROS2_Description,github.com
UniversalRobots/Universal_Robots_ROS2_Driver,kilted,6,https://github.com/UniversalRobots/Universal_Robots_ROS2_Driver,github.com
UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,kilted,1,https://github.com/UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,github.com
adityapande-1995/linux_isolate_process,kilted,1,https://github.com/adityapande-1995/linux_isolate_process,github.com
ajtudela/laser_segmentation,kilted,1,https://github.com/ajtudela/laser_segmentation,github.com
ajtudela/sicks300_ros2,kilted,1,https://github.com/ajtudela/sicks300_ros2,github.com
ajtudela/slg_msgs,kilted,1,https://github.com/ajtudela/slg_msgs,github.com
allenh1/rplidar_ros,kilted,1,https://github.com/allenh1/rplidar_ros,github.com
alvinsunyixiao/vrpn_mocap,kilted,1,https://github.com/alvinsunyixiao/vrpn_mocap,github.com
ament/ament_cmake,kilted,22,https://github.com/ament/ament_cmake,github.com
ament/ament_index,kilted,2,https://github.com/ament/ament_index,github.com
ament/ament_lint,kilted,31,https://github.com/ament/ament_lint,github.com
ament/ament_package,kilted,1,https://github.com/ament/ament_package,github.com
ament/google_benchmark_vendor,kilted,1,https://github.com/ament/google_benchmark_vendor,github.com
ament/googletest,kilted,2,https://github.com/ament/googletest,github.com
ament/uncrustify_vendor,kilted,1,https://github.com/ament/uncrustify_vendor,github.com
analogdevicesinc/iio_ros2,kilted,1,https://github.com/analogdevicesinc/iio_ros2,github.com
apl-ocean-engineering/marine_msgs,kilted,2,https://github.com/apl-ocean-engineering/marine_msgs,github.com
astuff/astuff_sensor_msgs,kilted,8,https://github.com/astuff/astuff_sensor_msgs,github.com
astuff/automotive_autonomy_msgs,kilted,3,https://github.com/astuff/automotive_autonomy_msgs,github.com
astuff/avt_vimba_camera,kilted,2,https://github.com/astuff/avt_vimba_camera,github.com
aussierobots/ublox_dgnss,kilted,6,https://github.com/aussierobots/ublox_dgnss,github.com
automatika-robotics/kompass,kilted,2,https://github.com/automatika-robotics/kompass,github.com
automatika-robotics/ros-agents,kilted,1,https://github.com/automatika-robotics/ros-agents,github.com
automatika-robotics/ros-sugar,kilted,1,https://github.com/automatika-robotics/ros-sugar,github.com
autowarefoundation/autoware_adapi_msgs,kilted,2,https://github.com/autowarefoundation/autoware_adapi_msgs,github.com
autowarefoundation/autoware_cmake,kilted,2,https://github.com/autowarefoundation/autoware_cmake,github.com
autowarefoundation/autoware_internal_msgs,kilted,6,https://github.com/autowarefoundation/autoware_internal_msgs,github.com
autowarefoundation/autoware_lanelet2_extension,kilted,2,https://github.com/autowarefoundation/autoware_lanelet2_extension,github.com
autowarefoundation/autoware_msgs,kilted,11,https://github.com/autowarefoundation/autoware_msgs,github.com
autowarefoundation/ros2_socketcan,kilted,2,https://github.com/autowarefoundation/ros2_socketcan,github.com
autowarefoundation/tvm_vendor,kilted,1,https://github.com/autowarefoundation/tvm_vendor,github.com
autowarefoundation/zmqpp_vendor,kilted,1,https://github.com/autowarefoundation/zmqpp_vendor,github.com
aws-robotics/aws-robomaker-small-warehouse-world,kilted,1,https://github.com/aws-robotics/aws-robomaker-small-warehouse-world,github.com
b-robotized/ads_vendor,kilted,1,https://github.com/b-robotized/ads_vendor,github.com
b-robotized/beckhoff_ads_driver-release,kilted,2,https://github.com/b-robotized/beckhoff_ads_driver-release,github.com
borglab/gtsam,kilted,1,https://github.com/borglab/gtsam,github.com
boschresearch/fmi_adapter,kilted,2,https://github.com/boschresearch/fmi_adapter,github.com
boschresearch/fmilibrary_vendor,kilted,1,https://github.com/boschresearch/fmilibrary_vendor,github.com
botsandus/ament_black,kilted,2,https://github.com/botsandus/ament_black,github.com
brow1633/network_bridge,kilted,1,https://github.com/brow1633/network_bridge,github.com
carologistics/clips_executive,kilted,27,https://github.com/carologistics/clips_executive,github.com
carologistics/clips_vendor,kilted,1,https://github.com/carologistics/clips_vendor,github.com
chapulina/dolly,kilted,5,https://github.com/chapulina/dolly,github.com
christianrauch/apriltag_msgs,kilted,1,https://github.com/christianrauch/apriltag_msgs,github.com
christianrauch/apriltag_ros,kilted,1,https://github.com/christianrauch/apriltag_ros,github.com
christianrauch/camera_ros,kilted,1,https://github.com/christianrauch/camera_ros,github.com
clalancette/sophus,kilted,1,https://github.com/clalancette/sophus,github.com
cnurobotics/ros2_snapshot,kilted,1,https://github.com/cnurobotics/ros2_snapshot,github.com
coal-library/coal,kilted,1,https://github.com/coal-library/coal,github.com
cra-ros-pkg/robot_localization,kilted,1,https://github.com/cra-ros-pkg/robot_localization,github.com
ctu-vras/compass,kilted,5,https://github.com/ctu-vras/compass,github.com
ctu-vras/cras_msgs,kilted,1,https://github.com/ctu-vras/cras_msgs,github.com
ctu-vras/ros-utils,kilted,4,https://github.com/ctu-vras/ros-utils,github.com
cyberbotics/webots_ros2,kilted,14,https://github.com/cyberbotics/webots_ros2,github.com
dfki-ric/better_launch,kilted,1,https://github.com/dfki-ric/better_launch,github.com
dynamixel-community/dynamixel_hardware,kilted,1,https://github.com/dynamixel-community/dynamixel_hardware,github.com
eProsima/Fast-CDR,kilted,1,https://github.com/eProsima/Fast-CDR,github.com
eProsima/Fast-DDS,kilted,1,https://github.com/eProsima/Fast-DDS,github.com
eProsima/foonathan_memory_vendor,kilted,1,https://github.com/eProsima/foonathan_memory_vendor,github.com
eclipse-cyclonedds/cyclonedds,kilted,1,https://github.com/eclipse-cyclonedds/cyclonedds,github.com
eclipse-ecal/ecal,kilted,1,https://github.com/eclipse-ecal/ecal,github.com
eclipse-iceoryx/iceoryx,kilted,4,https://github.com/eclipse-iceoryx/iceoryx,github.com
eclipse-zenoh/zenoh-plugin-dds,kilted,1,https://github.com/eclipse-zenoh/zenoh-plugin-dds,github.com
ethz-asl/libnabo,kilted,1,https://github.com/ethz-asl/libnabo,github.com
facontidavide/PlotJuggler,kilted,1,https://github.com/facontidavide/PlotJuggler,github.com
facontidavide/plotjuggler_msgs,kilted,1,https://github.com/facontidavide/plotjuggler_msgs,github.com
facontidavide/rosx_introspection,kilted,1,https://github.com/facontidavide/rosx_introspection,github.com
fawkesrobotics/protobuf_comm,kilted,1,https://github.com/fawkesrobotics/protobuf_comm,github.com
felixdivo/ros2-easy-test,kilted,1,https://github.com/felixdivo/ros2-easy-test,github.com
fictionlab/ros_aruco_opencv,kilted,2,https://github.com/fictionlab/ros_aruco_opencv,github.com
fictionlab/rosbag2_to_video,kilted,1,https://github.com/fictionlab/rosbag2_to_video,github.com
fkie/async_web_server_cpp,kilted,1,https://github.com/fkie/async_web_server_cpp,github.com
fkie/message_filters,kilted,1,https://github.com/fkie/message_filters,github.com
fkie/potree_rviz_plugin,kilted,1,https://github.com/fkie/potree_rviz_plugin,github.com
flexbe/flexbe_behavior_engine,kilted,9,https://github.com/flexbe/flexbe_behavior_engine,github.com
flynneva/bno055,kilted,1,https://github.com/flynneva/bno055,github.com
flynneva/grbl_msgs,kilted,1,https://github.com/flynneva/grbl_msgs,github.com
flynneva/grbl_ros,kilted,1,https://github.com/flynneva/grbl_ros,github.com
flynneva/udp_msgs,kilted,1,https://github.com/flynneva/udp_msgs,github.com
fmrico/cascade_lifecycle,kilted,3,https://github.com/fmrico/cascade_lifecycle,github.com
fmrico/popf,kilted,1,https://github.com/fmrico/popf,github.com
fmrico/yaets,kilted,1,https://github.com/fmrico/yaets,github.com
foxglove/foxglove-sdk,kilted,2,https://github.com/foxglove/foxglove-sdk,github.com
fujitatomoya/rcl_logging_syslog,kilted,1,https://github.com/fujitatomoya/rcl_logging_syslog,github.com
fujitatomoya/ros2_persist_parameter_server,kilted,1,https://github.com/fujitatomoya/ros2_persist_parameter_server,github.com
fujitatomoya/ros2ai,kilted,1,https://github.com/fujitatomoya/ros2ai,github.com
fzi-forschungszentrum-informatik/lanelet2,kilted,11,https://github.com/fzi-forschungszentrum-informatik/lanelet2,github.com
gazebo-release/gz_cmake_vendor,kilted,1,https://github.com/gazebo-release/gz_cmake_vendor,github.com
gazebo-release/gz_common_vendor,kilted,1,https://github.com/gazebo-release/gz_common_vendor,github.com
gazebo-release/gz_dartsim_vendor,kilted,1,https://github.com/gazebo-release/gz_dartsim_vendor,github.com
gazebo-release/gz_fuel_tools_vendor,kilted,1,https://github.com/gazebo-release/gz_fuel_tools_vendor,github.com
gazebo-release/gz_gui_vendor,kilted,1,https://github.com/gazebo-release/gz_gui_vendor,github.com
gazebo-release/gz_launch_vendor,kilted,1,https://github.com/gazebo-release/gz_launch_vendor,github.com
gazebo-release/gz_math_vendor,kilted,1,https://github.com/gazebo-release/gz_math_vendor,github.com
gazebo-release/gz_msgs_vendor,kilted,1,https://github.com/gazebo-release/gz_msgs_vendor,github.com
gazebo-release/gz_ogre_next_vendor,kilted,1,https://github.com/gazebo-release/gz_ogre_next_vendor,github.com
gazebo-release/gz_physics_vendor,kilted,1,https://github.com/gazebo-release/gz_physics_vendor,github.com
gazebo-release/gz_plugin_vendor,kilted,1,https://github.com/gazebo-release/gz_plugin_vendor,github.com
gazebo-release/gz_rendering_vendor,kilted,1,https://github.com/gazebo-release/gz_rendering_vendor,github.com
gazebo-release/gz_sensors_vendor,kilted,1,https://github.com/gazebo-release/gz_sensors_vendor,github.com
gazebo-release/gz_sim_vendor,kilted,1,https://github.com/gazebo-release/gz_sim_vendor,github.com
gazebo-release/gz_tools_vendor,kilted,1,https://github.com/gazebo-release/gz_tools_vendor,github.com
gazebo-release/gz_transport_vendor,kilted,1,https://github.com/gazebo-release/gz_transport_vendor,github.com
gazebo-release/gz_utils_vendor,kilted,1,https://github.com/gazebo-release/gz_utils_vendor,github.com
gazebo-release/sdformat_vendor,kilted,1,https://github.com/gazebo-release/sdformat_vendor,github.com
gazebosim/ros_gz,kilted,7,https://github.com/gazebosim/ros_gz,github.com
gstavrinos/doom_ros,kilted,1,https://github.com/gstavrinos/doom_ros,github.com
gstavrinos/odom_to_tf_ros2,kilted,1,https://github.com/gstavrinos/odom_to_tf_ros2,github.com
hatchbed/asyncapi_gencpp,kilted,1,https://github.com/hatchbed/asyncapi_gencpp,github.com
hatchbed/hatchbed_common,kilted,1,https://github.com/hatchbed/hatchbed_common,github.com
hatchbed/log_view,kilted,1,https://github.com/hatchbed/log_view,github.com
hatchbed/opensw,kilted,1,https://github.com/hatchbed/opensw,github.com
hatchbed/opensw_ros,kilted,1,https://github.com/hatchbed/opensw_ros,github.com
hbanzhaf/steering_functions,kilted,1,https://github.com/hbanzhaf/steering_functions,github.com
iRobotEducation/irobot_create_msgs,kilted,1,https://github.com/iRobotEducation/irobot_create_msgs,github.com
ignitionrobotics/ign-rviz,kilted,3,https://github.com/ignitionrobotics/ign-rviz,github.com
ijnek/nao_button_sim,kilted,1,https://github.com/ijnek/nao_button_sim,github.com
ijnek/nao_interfaces,kilted,2,https://github.com/ijnek/nao_interfaces,github.com
ika-rwth-aachen/etsi_its_messages,kilted,35,https://github.com/ika-rwth-aachen/etsi_its_messages,github.com
ika-rwth-aachen/message_tf_frame_transformer,kilted,1,https://github.com/ika-rwth-aachen/message_tf_frame_transformer,github.com
ika-rwth-aachen/mqtt_client,kilted,2,https://github.com/ika-rwth-aachen/mqtt_client,github.com
introlab/find-object,kilted,1,https://github.com/introlab/find-object,github.com
introlab/rtabmap,kilted,1,https://github.com/introlab/rtabmap,github.com
introlab/rtabmap_ros,kilted,13,https://github.com/introlab/rtabmap_ros,github.com
ioskn/lidar_mirror_fov_reshaper,kilted,3,https://github.com/ioskn/lidar_mirror_fov_reshaper,github.com
ipa320/ros_battery_monitoring,kilted,2,https://github.com/ipa320/ros_battery_monitoring,github.com
joshnewans/joy_tester,kilted,1,https://github.com/joshnewans/joy_tester,github.com
joshnewans/twist_stamper,kilted,1,https://github.com/joshnewans/twist_stamper,github.com
jrl-umi3218/jrl-cmakemodules,kilted,1,https://github.com/jrl-umi3218/jrl-cmakemodules,github.com
kobuki-base/kobuki_core,kilted,1,https://github.com/kobuki-base/kobuki_core,github.com
kobuki-base/kobuki_ros_interfaces,kilted,1,https://github.com/kobuki-base/kobuki_ros_interfaces,github.com
kobuki-base/kobuki_velocity_smoother,kilted,1,https://github.com/kobuki-base/kobuki_velocity_smoother,github.com
lgsvl/lgsvl_msgs,kilted,1,https://github.com/lgsvl/lgsvl_msgs,github.com
locusrobotics/fuse,kilted,13,https://github.com/locusrobotics/fuse,github.com
locusrobotics/tf2_2d,kilted,1,https://github.com/locusrobotics/tf2_2d,github.com
luxonis/depthai-core,kilted,1,https://github.com/luxonis/depthai-core,github.com
luxonis/depthai-ros,kilted,7,https://github.com/luxonis/depthai-ros,github.com
mavlink/mavlink-gbp-release,kilted,1,https://github.com/mavlink/mavlink-gbp-release,github.com
mavlink/mavros,kilted,5,https://github.com/mavlink/mavros,github.com
micro-ROS/micro_ros_diagnostics,kilted,4,https://github.com/micro-ROS/micro_ros_diagnostics,github.com
micro-ROS/micro_ros_msgs,kilted,1,https://github.com/micro-ROS/micro_ros_msgs,github.com
micro-ROS/system_modes,kilted,5,https://github.com/micro-ROS/system_modes,github.com
mikeferguson/grasping_msgs,kilted,1,https://github.com/mikeferguson/grasping_msgs,github.com
mikeferguson/robot_calibration,kilted,2,https://github.com/mikeferguson/robot_calibration,github.com
mikeferguson/simple_grasping,kilted,1,https://github.com/mikeferguson/simple_grasping,github.com
moveit/moveit_task_constructor,kilted,6,https://github.com/moveit/moveit_task_constructor,github.com
mrpt-ros-pkg/mrpt_msgs,kilted,1,https://github.com/mrpt-ros-pkg/mrpt_msgs,github.com
mrpt-ros-pkg/mrpt_navigation,kilted,9,https://github.com/mrpt-ros-pkg/mrpt_navigation,github.com
mrpt-ros-pkg/mrpt_sensors,kilted,8,https://github.com/mrpt-ros-pkg/mrpt_sensors,github.com
mrpt-ros-pkg/pose_cov_ops,kilted,1,https://github.com/mrpt-ros-pkg/pose_cov_ops,github.com
namo-robotics/aruco_markers,kilted,2,https://github.com/namo-robotics/aruco_markers,github.com
neobotix/neo_nav2_bringup,kilted,1,https://github.com/neobotix/neo_nav2_bringup,github.com
ngmor/catch_ros2,kilted,1,https://github.com/ngmor/catch_ros2,github.com
niwcpac/rqt_dotgraph,kilted,1,https://github.com/niwcpac/rqt_dotgraph,github.com
nobleo/boost_sml_vendor,kilted,1,https://github.com/nobleo/boost_sml_vendor,github.com
nobleo/mp_units_vendor,kilted,1,https://github.com/nobleo/mp_units_vendor,github.com
nobleo/nobleo_socketcan_bridge,kilted,1,https://github.com/nobleo/nobleo_socketcan_bridge,github.com
nobleo/ros2_fmt_logger,kilted,1,https://github.com/nobleo/ros2_fmt_logger,github.com
nobleo/rviz_satellite,kilted,1,https://github.com/nobleo/rviz_satellite,github.com
norlab-ulaval/libpointmatcher,kilted,1,https://github.com/norlab-ulaval/libpointmatcher,github.com
oKermorgant/simple_launch,kilted,1,https://github.com/oKermorgant/simple_launch,github.com
oKermorgant/slider_publisher,kilted,1,https://github.com/oKermorgant/slider_publisher,github.com
octomap/octomap_msgs,kilted,1,https://github.com/octomap/octomap_msgs,github.com
ompl/ompl,kilted,1,https://github.com/ompl/ompl,github.com
open-rmf/ament_cmake_catch2,kilted,1,https://github.com/open-rmf/ament_cmake_catch2,github.com
open-rmf/menge_vendor,kilted,1,https://github.com/open-rmf/menge_vendor,github.com
open-rmf/nlohmann_json_schema_validator_vendor,kilted,1,https://github.com/open-rmf/nlohmann_json_schema_validator_vendor,github.com
open-rmf/pybind11_json_vendor,kilted,1,https://github.com/open-rmf/pybind11_json_vendor,github.com
open-rmf/rmf_api_msgs,kilted,1,https://github.com/open-rmf/rmf_api_msgs,github.com
open-rmf/rmf_battery,kilted,1,https://github.com/open-rmf/rmf_battery,github.com
open-rmf/rmf_building_map_msgs,kilted,1,https://github.com/open-rmf/rmf_building_map_msgs,github.com
open-rmf/rmf_cmake_uncrustify,kilted,1,https://github.com/open-rmf/rmf_cmake_uncrustify,github.com
open-rmf/rmf_demos,kilted,7,https://github.com/open-rmf/rmf_demos,github.com
open-rmf/rmf_internal_msgs,kilted,13,https://github.com/open-rmf/rmf_internal_msgs,github.com
open-rmf/rmf_ros2,kilted,7,https://github.com/open-rmf/rmf_ros2,github.com
open-rmf/rmf_simulation,kilted,3,https://github.com/open-rmf/rmf_simulation,github.com
open-rmf/rmf_task,kilted,2,https://github.com/open-rmf/rmf_task,github.com
open-rmf/rmf_traffic,kilted,2,https://github.com/open-rmf/rmf_traffic,github.com
open-rmf/rmf_traffic_editor,kilted,4,https://github.com/open-rmf/rmf_traffic_editor,github.com
open-rmf/rmf_utils,kilted,1,https://github.com/open-rmf/rmf_utils,github.com
open-rmf/rmf_variants,kilted,1,https://github.com/open-rmf/rmf_variants,github.com
open-rmf/rmf_visualization,kilted,8,https://github.com/open-rmf/rmf_visualization,github.com
open-rmf/rmf_visualization_msgs,kilted,1,https://github.com/open-rmf/rmf_visualization_msgs,github.com
osrf/nodl_to_policy,kilted,1,https://github.com/osrf/nodl_to_policy,github.com
osrf/osrf_pycommon,kilted,1,https://github.com/osrf/osrf_pycommon,github.com
osrf/osrf_testing_tools_cpp,kilted,2,https://github.com/osrf/osrf_testing_tools_cpp,github.com
osrf/ros2launch_security,kilted,2,https://github.com/osrf/ros2launch_security,github.com
ouster-lidar/ouster-ros,kilted,2,https://github.com/ouster-lidar/ouster-ros,github.com
p2p-industries/hyveos_ros,kilted,1,https://github.com/p2p-industries/hyveos_ros,github.com
p2p-industries/hyveos_ros_msgs,kilted,1,https://github.com/p2p-industries/hyveos_ros_msgs,github.com
pal-robotics/aruco_ros,kilted,3,https://github.com/pal-robotics/aruco_ros,github.com
pal-robotics/backward_ros,kilted,1,https://github.com/pal-robotics/backward_ros,github.com
pal-robotics/mujoco_vendor,kilted,1,https://github.com/pal-robotics/mujoco_vendor,github.com
pal-robotics/pal_statistics,kilted,2,https://github.com/pal-robotics/pal_statistics,github.com
pal-robotics/play_motion2,kilted,3,https://github.com/pal-robotics/play_motion2,github.com
pal-robotics/play_motion_builder,kilted,3,https://github.com/pal-robotics/play_motion_builder,github.com
pantor/ruckig,kilted,1,https://github.com/pantor/ruckig,github.com
polymathrobotics/replay_testing,kilted,1,https://github.com/polymathrobotics/replay_testing,github.com
pradyum/dual_laser_merger,kilted,1,https://github.com/pradyum/dual_laser_merger,github.com
roboception/rc_common_msgs_ros2,kilted,1,https://github.com/roboception/rc_common_msgs_ros2,github.com
roboception/rc_dynamics_api,kilted,1,https://github.com/roboception/rc_dynamics_api,github.com
roboception/rc_genicam_api,kilted,1,https://github.com/roboception/rc_genicam_api,github.com
roboception/rc_genicam_driver_ros2,kilted,1,https://github.com/roboception/rc_genicam_driver_ros2,github.com
roboception/rc_reason_clients_ros2,kilted,2,https://github.com/roboception/rc_reason_clients_ros2,github.com
roboception/rcdiscover,kilted,1,https://github.com/roboception/rcdiscover,github.com
robosoft-ai/SMACC2,kilted,21,https://github.com/robosoft-ai/SMACC2,github.com
robotic-esp/canboat_vendor,kilted,1,https://github.com/robotic-esp/canboat_vendor,github.com
robotraconteur/robotraconteur,kilted,1,https://github.com/robotraconteur/robotraconteur,github.com
robotraconteur/robotraconteur_companion,kilted,1,https://github.com/robotraconteur/robotraconteur_companion,github.com
ros-acceleration/adaptive_component,kilted,1,https://github.com/ros-acceleration/adaptive_component,github.com
ros-acceleration/ament_acceleration,kilted,1,https://github.com/ros-acceleration/ament_acceleration,github.com
ros-acceleration/ament_vitis,kilted,1,https://github.com/ros-acceleration/ament_vitis,github.com
ros-acceleration/ros2acceleration,kilted,1,https://github.com/ros-acceleration/ros2acceleration,github.com
ros-acceleration/tracetools_acceleration,kilted,1,https://github.com/ros-acceleration/tracetools_acceleration,github.com
ros-acceleration/vitis_common,kilted,1,https://github.com/ros-acceleration/vitis_common,github.com
ros-controls/control_msgs,kilted,1,https://github.com/ros-controls/control_msgs,github.com
ros-controls/control_toolbox,kilted,1,https://github.com/ros-controls/control_toolbox,github.com
ros-controls/gz_ros2_control,kilted,3,https://github.com/ros-controls/gz_ros2_control,github.com
ros-controls/kinematics_interface,kilted,3,https://github.com/ros-controls/kinematics_interface,github.com
ros-controls/mujoco_ros2_control,kilted,3,https://github.com/ros-controls/mujoco_ros2_control,github.com
ros-controls/realtime_tools,kilted,1,https://github.com/ros-controls/realtime_tools,github.com
ros-controls/ros2_control,kilted,11,https://github.com/ros-controls/ros2_control,github.com
ros-controls/ros2_control_cmake,kilted,1,https://github.com/ros-controls/ros2_control_cmake,github.com
ros-controls/ros2_controllers,kilted,29,https://github.com/ros-controls/ros2_controllers,github.com
ros-controls/topic_based_hardware_interfaces,kilted,2,https://github.com/ros-controls/topic_based_hardware_interfaces,github.com
ros-drivers/ackermann_msgs,kilted,1,https://github.com/ros-drivers/ackermann_msgs,github.com
ros-drivers/flir_camera_driver,kilted,4,https://github.com/ros-drivers/flir_camera_driver,github.com
ros-drivers/four_wheel_steering_msgs,kilted,1,https://github.com/ros-drivers/four_wheel_steering_msgs,github.com
ros-drivers/gscam,kilted,1,https://github.com/ros-drivers/gscam,github.com
ros-drivers/joystick_drivers,kilted,6,https://github.com/ros-drivers/joystick_drivers,github.com
ros-drivers/nmea_msgs,kilted,1,https://github.com/ros-drivers/nmea_msgs,github.com
ros-drivers/nmea_navsat_driver,kilted,1,https://github.com/ros-drivers/nmea_navsat_driver,github.com
ros-drivers/openni2_camera,kilted,1,https://github.com/ros-drivers/openni2_camera,github.com
ros-drivers/phidgets_drivers,kilted,17,https://github.com/ros-drivers/phidgets_drivers,github.com
ros-drivers/transport_drivers,kilted,4,https://github.com/ros-drivers/transport_drivers,github.com
ros-drivers/urg_c,kilted,1,https://github.com/ros-drivers/urg_c,github.com
ros-drivers/urg_node,kilted,1,https://github.com/ros-drivers/urg_node,github.com
ros-drivers/urg_node_msgs,kilted,1,https://github.com/ros-drivers/urg_node_msgs,github.com
ros-drivers/usb_cam,kilted,1,https://github.com/ros-drivers/usb_cam,github.com
ros-drivers/velodyne,kilted,5,https://github.com/ros-drivers/velodyne,github.com
ros-drivers/zbar_ros,kilted,2,https://github.com/ros-drivers/zbar_ros,github.com
ros-event-camera/event_camera_codecs,kilted,1,https://github.com/ros-event-camera/event_camera_codecs,github.com
ros-event-camera/event_camera_msgs,kilted,1,https://github.com/ros-event-camera/event_camera_msgs,github.com
ros-event-camera/event_camera_py,kilted,1,https://github.com/ros-event-camera/event_camera_py,github.com
ros-event-camera/event_camera_renderer,kilted,1,https://github.com/ros-event-camera/event_camera_renderer,github.com
ros-event-camera/event_camera_tools,kilted,1,https://github.com/ros-event-camera/event_camera_tools,github.com
ros-event-camera/event_image_reconstruction_fibar,kilted,1,https://github.com/ros-event-camera/event_image_reconstruction_fibar,github.com
ros-event-camera/fibar_lib,kilted,1,https://github.com/ros-event-camera/fibar_lib,github.com
ros-event-camera/frequency_cam,kilted,1,https://github.com/ros-event-camera/frequency_cam,github.com
ros-event-camera/libcaer_driver,kilted,1,https://github.com/ros-event-camera/libcaer_driver,github.com
ros-event-camera/libcaer_vendor,kilted,1,https://github.com/ros-event-camera/libcaer_vendor,github.com
