full_name,repo_url_normalized,host,distros,n_distros,n_packages_total,resolved_via_breakdown
facontidavide/PlotJuggler,https://github.com/facontidavide/PlotJuggler,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
facontidavide/plotjuggler_msgs,https://github.com/facontidavide/plotjuggler_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PlotJuggler/plotjuggler-ros-plugins,https://github.com/PlotJuggler/plotjuggler-ros-plugins,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-perception/pointcloud_to_laserscan,https://github.com/ros-perception/pointcloud_to_laserscan,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
li9i/pointcloud-to-ply,https://github.com/li9i/pointcloud-to-ply,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
fmrico/popf,https://github.com/fmrico/popf,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mrpt-ros-pkg/pose_cov_ops,https://github.com/mrpt-ros-pkg/pose_cov_ops,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Simple-Robotics/proxsuite,https://github.com/Simple-Robotics/proxsuite,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clearpathrobotics/ptz_action_server,https://github.com/clearpathrobotics/ptz_action_server,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
PX4/px4_msgs,https://github.com/PX4/px4_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ros-planning/py_binding_tools,https://github.com/ros-planning/py_binding_tools,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees,https://github.com/splintered-reality/py_trees,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_js,https://github.com/splintered-reality/py_trees_js,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros,https://github.com/splintered-reality/py_trees_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros_interfaces,https://github.com/splintered-reality/py_trees_ros_interfaces,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros_tutorials,https://github.com/splintered-reality/py_trees_ros_tutorials,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
splintered-reality/py_trees_ros_viewer,https://github.com/splintered-reality/py_trees_ros_viewer,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/pybind11_json_vendor,https://github.com/open-rmf/pybind11_json_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/pybind11_vendor,https://github.com/ros2/pybind11_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
AndrejOrsula/pymoveit2,https://github.com/AndrejOrsula/pymoveit2,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros2/python_cmake_module,https://github.com/ros2/python_cmake_module,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
MRPT/python_mrpt_ros,https://github.com/MRPT/python_mrpt_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/python_qt_binding,https://github.com/ros-visualization/python_qt_binding,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
StefanFabian/qml6_ros2_plugin,https://github.com/StefanFabian/qml6_ros2_plugin,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
StefanFabian/qml_ros2_plugin,https://github.com/StefanFabian/qml_ros2_plugin,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Autoware-AI/qpoases_vendor,https://github.com/Autoware-AI/qpoases_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
OUXT-Polaris/quaternion_operation,https://github.com/OUXT-Polaris/quaternion_operation,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/radar_msgs-release,https://github.com/ros2-gbp/radar_msgs-release,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
RobotecAI/rai_interfaces,https://github.com/RobotecAI/rai_interfaces,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros-planning/random_numbers,https://github.com/ros-planning/random_numbers,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
rt-net/raspimouse_description,https://github.com/rt-net/raspimouse_description,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
rt-net/raspimouse_ros2_examples,https://github.com/rt-net/raspimouse_ros2_examples,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
roboception/rc_common_msgs_ros2,https://github.com/roboception/rc_common_msgs_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rc_dynamics_api,https://github.com/roboception/rc_dynamics_api,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rc_genicam_api,https://github.com/roboception/rc_genicam_api,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rc_genicam_driver_ros2,https://github.com/roboception/rc_genicam_driver_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
roboception/rcdiscover,https://github.com/roboception/rcdiscover,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fujitatomoya/rcl_logging_syslog,https://github.com/fujitatomoya/rcl_logging_syslog,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ros2/rclpy,https://github.com/ros2/rclpy,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rcpputils,https://github.com/ros2/rcpputils,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rcutils,https://github.com/ros2/rcutils,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-industrial/reach,https://github.com/ros-industrial/reach,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
ros-industrial/reach_ros2,https://github.com/ros-industrial/reach_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
ros-controls/realtime_tools,https://github.com/ros-controls/realtime_tools,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
polymathrobotics/replay_testing,https://github.com/polymathrobotics/replay_testing,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
teamspatzenhirn/rig_reconfigure,https://github.com/teamspatzenhirn/rig_reconfigure,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PRBonn/rko_lio,https://github.com/PRBonn/rko_lio,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_api_msgs,https://github.com/open-rmf/rmf_api_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_battery,https://github.com/open-rmf/rmf_battery,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_building_map_msgs,https://github.com/open-rmf/rmf_building_map_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_cmake_uncrustify,https://github.com/open-rmf/rmf_cmake_uncrustify,github.com,humble|kilted,2,1,rosdistro_release_packages:2
open-rmf/rmf_variants,https://github.com/open-rmf/rmf_variants,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_utils,https://github.com/open-rmf/rmf_utils,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
open-rmf/rmf_visualization_msgs,https://github.com/open-rmf/rmf_visualization_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rmw_cyclonedds,https://github.com/ros2/rmw_cyclonedds,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rmw_dds_common,https://github.com/ros2/rmw_dds_common,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
signetlabdei/rmw_desert,https://github.com/signetlabdei/rmw_desert,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
robosoft-ai/robosoft_openai,https://github.com/robosoft-ai/robosoft_openai,github.com,humble|jazzy,2,1,rosdistro_repo_key_name_match:2
cra-ros-pkg/robot_localization,https://github.com/cra-ros-pkg/robot_localization,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/robot_state_publisher,https://github.com/ros/robot_state_publisher,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clearpathrobotics/robot_upstart,https://github.com/clearpathrobotics/robot_upstart,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
robotont/robotont_driver,https://github.com/robotont/robotont_driver,github.com,humble,1,1,rosdistro_release_packages:1
robotraconteur/robotraconteur,https://github.com/robotraconteur/robotraconteur,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
robotraconteur/robotraconteur_companion,https://github.com/robotraconteur/robotraconteur_companion,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/ros1_bridge,https://github.com/ros2/ros1_bridge,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:2;rosdistro_release_packages:1
ros-controls/ros2_control_cmake,https://github.com/ros-controls/ros2_control_cmake,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nobleo/ros2_fmt_logger,https://github.com/nobleo/ros2_fmt_logger,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-acceleration/ros2acceleration,https://github.com/ros-acceleration/ros2acceleration,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fujitatomoya/ros2ai,https://github.com/fujitatomoya/ros2ai,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/ros2caret,https://github.com/tier4/ros2caret,github.com,humble,1,1,rosdistro_release_packages:1
ros2/ros2cli_common_extensions,https://github.com/ros2/ros2cli_common_extensions,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ishaanbhimwal/ros2tree,https://github.com/ishaanbhimwal/ros2tree,github.com,humble,1,1,rosdistro_repo_key_name_match:1
ros/ros_environment,https://github.com/ros/ros_environment,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-sports/ros_image_to_qimage,https://github.com/ros-sports/ros_image_to_qimage,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/ros_industrial_cmake_boilerplate-release,https://github.com/ros2-gbp/ros_industrial_cmake_boilerplate-release,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/ros_workspace,https://github.com/ros2/ros_workspace,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
fictionlab/rosbag2_to_video,https://github.com/fictionlab/rosbag2_to_video,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rosidl_dds,https://github.com/ros2/rosidl_dds,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rosidl_python,https://github.com/ros2/rosidl_python,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-rust/rosidl_rust,https://github.com/ros2-rust/rosidl_rust,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/rosidl_runtime_py,https://github.com/ros2/rosidl_runtime_py,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
facontidavide/rosx_introspection,https://github.com/facontidavide/rosx_introspection,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Slamtec/rplidar_ros,https://github.com/Slamtec/rplidar_ros,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros2/rpyutils,https://github.com/ros2/rpyutils,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_action,https://github.com/ros-visualization/rqt_action,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_common_plugins,https://github.com/ros-visualization/rqt_common_plugins,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_console,https://github.com/ros-visualization/rqt_console,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
niwcpac/rqt_dotgraph,https://github.com/niwcpac/rqt_dotgraph,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ToyotaResearchInstitute/gauges2,https://github.com/ToyotaResearchInstitute/gauges2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_graph,https://github.com/ros-visualization/rqt_graph,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_image_view,https://github.com/ros-visualization/rqt_image_view,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_moveit,https://github.com/ros-visualization/rqt_moveit,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_msg,https://github.com/ros-visualization/rqt_msg,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_plot,https://github.com/ros-visualization/rqt_plot,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_publisher,https://github.com/ros-visualization/rqt_publisher,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_py_console,https://github.com/ros-visualization/rqt_py_console,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_reconfigure,https://github.com/ros-visualization/rqt_reconfigure,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_robot_dashboard,https://github.com/ros-visualization/rqt_robot_dashboard,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_robot_monitor,https://github.com/ros-visualization/rqt_robot_monitor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_robot_steering,https://github.com/ros-visualization/rqt_robot_steering,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_runtime_monitor,https://github.com/ros-visualization/rqt_runtime_monitor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_service_caller,https://github.com/ros-visualization/rqt_service_caller,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_shell,https://github.com/ros-visualization/rqt_shell,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_srv,https://github.com/ros-visualization/rqt_srv,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_tf_tree,https://github.com/ros-visualization/rqt_tf_tree,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-visualization/rqt_topic,https://github.com/ros-visualization/rqt_topic,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/RSL,https://github.com/PickNikRobotics/RSL,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
rt-net/rt_usb_9axisimu_driver,https://github.com/rt-net/rt_usb_9axisimu_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
introlab/rtabmap,https://github.com/introlab/rtabmap,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tilk/rtcm_msgs,https://github.com/tilk/rtcm_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pantor/ruckig,https://github.com/pantor/ruckig,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
nobleo/rviz_satellite,https://github.com/nobleo/rviz_satellite,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/rviz_visual_tools,https://github.com/PickNikRobotics/rviz_visual_tools,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SBG-Systems/sbg_ros2,https://github.com/SBG-Systems/sbg_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SCHUNK-GmbH-Co-KG/schunk_svh_library,https://github.com/SCHUNK-GmbH-Co-KG/schunk_svh_library,github.com,humble,1,1,rosdistro_release_packages:1
septentrio-gnss/septentrio_gnss_driver,https://github.com/septentrio-gnss/septentrio_gnss_driver,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safetyscanners2,https://github.com/SICKAG/sick_safetyscanners2,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safetyscanners2_interfaces,https://github.com/SICKAG/sick_safetyscanners2_interfaces,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safetyscanners_base,https://github.com/SICKAG/sick_safetyscanners_base,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_safevisionary_base,https://github.com/SICKAG/sick_safevisionary_base,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
SICKAG/sick_scan_xd,https://github.com/SICKAG/sick_scan_xd,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ajtudela/sicks300_ros2,https://github.com/ajtudela/sicks300_ros2,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
DLu/simple_actions,https://github.com/DLu/simple_actions,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
mikeferguson/simple_grasping,https://github.com/mikeferguson/simple_grasping,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
oKermorgant/simple_launch,https://github.com/oKermorgant/simple_launch,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clearpathrobotics/simple-term-menu,https://github.com/clearpathrobotics/simple-term-menu,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros-simulation/simulation_interfaces,https://github.com/ros-simulation/simulation_interfaces,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
snt-arg/situational_graphs_datasets,https://github.com/snt-arg/situational_graphs_datasets,github.com,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_msgs,https://github.com/snt-arg/situational_graphs_msgs,github.com,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_reasoning,https://github.com/snt-arg/situational_graphs_reasoning,github.com,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_reasoning_msgs,https://github.com/snt-arg/situational_graphs_reasoning_msgs,github.com,humble,1,1,rosdistro_release_packages:1
snt-arg/situational_graphs_wrapper,https://github.com/snt-arg/situational_graphs_wrapper,github.com,humble,1,1,rosdistro_release_packages:1
SteveMacenski/slam_toolbox,https://github.com/SteveMacenski/slam_toolbox,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ajtudela/slg_msgs,https://github.com/ajtudela/slg_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
oKermorgant/slider_publisher,https://github.com/oKermorgant/slider_publisher,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
PickNikRobotics/snowbot_operating_system,https://github.com/PickNikRobotics/snowbot_operating_system,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
THA-Embedded-Systems-Lab/soar_ros,https://github.com/THA-Embedded-Systems-Lab/soar_ros,github.com,humble|jazzy|kilted,3,1,rosdistro_repo_key_name_match:3
ijnek/soccer_visualization,https://github.com/ijnek/soccer_visualization,github.com,humble,1,1,rosdistro_release_packages:1
ijnek/soccer_object_msgs,https://github.com/ijnek/soccer_object_msgs,github.com,humble,1,1,rosdistro_release_packages:1
OUXT-Polaris/sol_vendor,https://github.com/OUXT-Polaris/sol_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
clalancette/sophus,https://github.com/clalancette/sophus,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/spdlog_vendor,https://github.com/ros2/spdlog_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-planning/srdfdom,https://github.com/ros-planning/srdfdom,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-industrial/stomp,https://github.com/ros-industrial/stomp,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
swri-robotics/swri_console,https://github.com/swri-robotics/swri_console,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
synapticon/synapticon_ros2_control,https://github.com/synapticon/synapticon_ros2_control,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
Tacha-S/sync_parameter_server,https://github.com/Tacha-S/sync_parameter_server,github.com,humble,1,1,rosdistro_release_packages:1
tier4/sync_tooling_msgs,https://github.com/tier4/sync_tooling_msgs,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
MetroRobots/ros_system_fingerprint,https://github.com/MetroRobots/ros_system_fingerprint,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/talos_simulation,https://github.com/pal-robotics/talos_simulation,github.com,humble,1,1,rosdistro_release_packages:1
pal-robotics/talos_moveit_config,https://github.com/pal-robotics/talos_moveit_config,github.com,humble,1,1,rosdistro_release_packages:1
ros-visualization/tango_icons_vendor,https://github.com/ros-visualization/tango_icons_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tecgihan/tecgihan_driver,https://github.com/tecgihan/tecgihan_driver,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros2/teleop_twist_joy,https://github.com/ros2/teleop_twist_joy,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/teleop_twist_keyboard,https://github.com/ros2/teleop_twist_keyboard,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
tier4/tensorrt_cmake_module,https://github.com/tier4/tensorrt_cmake_module,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/test_interface_files,https://github.com/ros2/test_interface_files,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
DLu/tf_transformations,https://github.com/DLu/tf_transformations,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Tanneguydv/tf_tree_terminal,https://github.com/Tanneguydv/tf_tree_terminal,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
pal-robotics/tiago_moveit_config,https://github.com/pal-robotics/tiago_moveit_config,github.com,humble,1,1,rosdistro_release_packages:1
pal-robotics/tiago_pro_moveit_config,https://github.com/pal-robotics/tiago_pro_moveit_config,github.com,humble,1,1,rosdistro_release_packages:1
wep21/tinyspline_vendor,https://github.com/wep21/tinyspline_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/tinyxml2_vendor,https://github.com/ros2/tinyxml2_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/tinyxml_vendor,https://github.com/ros2/tinyxml_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/tlsf,https://github.com/ros2/tlsf,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2-gbp/topic_based_ros2_control-release,https://github.com/ros2-gbp/topic_based_ros2_control-release,github.com,humble,1,1,rosdistro_release_packages:1
ros-acceleration/tracetools_acceleration,https://github.com/ros-acceleration/tracetools_acceleration,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
stack-of-tasks/tsid,https://github.com/stack-of-tasks/tsid,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
wep21/turbojpeg_compressed_image_transport,https://github.com/wep21/turbojpeg_compressed_image_transport,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
Jannkar/turtle_nest,https://github.com/Jannkar/turtle_nest,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ROBOTIS-GIT/turtlebot3_applications_msgs,https://github.com/ROBOTIS-GIT/turtlebot3_applications_msgs,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ROBOTIS-GIT/turtlebot3_msgs,https://github.com/ROBOTIS-GIT/turtlebot3_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
turtlebot/turtlebot4_setup,https://github.com/turtlebot/turtlebot4_setup,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
tuw-robotics/tuw_geometry,https://github.com/tuw-robotics/tuw_geometry,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
autowarefoundation/tvm_vendor,https://github.com/autowarefoundation/tvm_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-teleop/twist_mux,https://github.com/ros-teleop/twist_mux,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-teleop/twist_mux_msgs,https://github.com/ros-teleop/twist_mux_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
joshnewans/twist_stamper,https://github.com/joshnewans/twist_stamper,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
flynneva/udp_msgs,https://github.com/flynneva/udp_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ament/uncrustify_vendor,https://github.com/ament/uncrustify_vendor,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros2/unique_identifier_msgs,https://github.com/ros2/unique_identifier_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
snt-arg/unitree_ros,https://github.com/snt-arg/unitree_ros,github.com,humble,1,1,rosdistro_release_packages:1
UniversalRobots/Universal_Robots_Client_Library,https://github.com/UniversalRobots/Universal_Robots_Client_Library,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
UniversalRobots/Universal_Robots_ROS2_Description,https://github.com/UniversalRobots/Universal_Robots_ROS2_Description,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-industrial/ur_msgs,https://github.com/ros-industrial/ur_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,https://github.com/UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdf_launch,https://github.com/ros/urdf_launch,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdf_sim_tutorial,https://github.com/ros/urdf_sim_tutorial,github.com,humble,1,1,rosdistro_release_packages:1
pal-robotics/urdf_test,https://github.com/pal-robotics/urdf_test,github.com,humble,1,1,rosdistro_release_packages:1
ros/urdf_tutorial,https://github.com/ros/urdf_tutorial,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdfdom,https://github.com/ros/urdfdom,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros/urdf_parser_py,https://github.com/ros/urdf_parser_py,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/urg_c,https://github.com/ros-drivers/urg_c,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/urg_node,https://github.com/ros-drivers/urg_node,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-drivers/urg_node_msgs,https://github.com/ros-drivers/urg_node_msgs,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
UniversalRobots/urinterfaces,https://github.com/UniversalRobots/urinterfaces,github.com,humble,1,1,rosdistro_release_packages:1
ros-drivers/usb_cam,https://github.com/ros-drivers/usb_cam,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
blackcoffeerobotics/vector_pursuit_controller,https://github.com/blackcoffeerobotics/vector_pursuit_controller,github.com,humble|jazzy,2,1,rosdistro_release_packages:2
ros-sports/vision_msgs_layers,https://github.com/ros-sports/vision_msgs_layers,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
ros-acceleration/vitis_common,https://github.com/ros-acceleration/vitis_common,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
alvinsunyixiao/vrpn_mocap,https://github.com/alvinsunyixiao/vrpn_mocap,github.com,humble|jazzy|kilted,3,1,rosdistro_release_packages:3
rfzeg/wall_follower_ros2,https://github.com/rfzeg/wall_follower_ros2,github.com,humble,1,1,rosdistro_release_packages:1
