Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,contributors_count,commits_count,size,subscribers_count,watchers_count,languages,full_name,distros_present
ruckig,pantor,Motion Generation for Robots and Machines. Real-time. Jerk-constrained. Time-optimal.,https://github.com/pantor/ruckig,3514,1120,232,36,jerk-constrained;motion-planning;optimal-control;robot-arm;robotics;time-optimal;trajectory-generation,MIT,True,False,False,False,False,15,559,3514,34,1120,C++;CMake,pantor/ruckig,humble|jazzy|kilted
rviz_satellite,nobleo,Display internet satellite imagery in RViz,https://github.com/nobleo/rviz_satellite,2598,654,265,14,,Apache-2.0,True,False,False,False,False,29,200,2598,18,654,C++;CMake,nobleo/rviz_satellite,humble|jazzy|kilted
rviz_visual_tools,PickNikRobotics,C++ API wrapper for displaying shapes and meshes in Rviz,https://github.com/PickNikRobotics/rviz_visual_tools,3945,811,247,41,,,True,False,False,False,False,24,407,3945,27,811,C++;CMake;C;Dockerfile;Shell,PickNikRobotics/rviz_visual_tools,humble|jazzy|kilted
sbg_ros2,SBG-Systems,ROS 2 driver for SBG Systems IMU/AHRS/INS units such as ELLIPSE or QUANTA.,https://github.com/SBG-Systems/sbg_ros2_driver,10061,47,34,6,,MIT,True,False,False,False,False,10,165,10061,9,47,C++;CMake;Python,SBG-Systems/sbg_ros2_driver,humble|jazzy|kilted
schunk_svh_library,SCHUNK-GmbH-Co-KG,Stand-alone C++ library for the Schunk SVH robot hand,https://github.com/SCHUNK-SE-Co-KG/schunk_svh_library,450,1,0,1,,GPL-3.0,True,False,False,False,False,8,417,450,1,1,C++;CMake;C,SCHUNK-SE-Co-KG/schunk_svh_library,humble
septentrio_gnss_driver,septentrio-gnss,ROS 1 & 2 driver for Septentrio GNSS & INS receivers,https://github.com/septentrio-gnss/septentrio_gnss_driver,53779,118,57,39,automation;gnss;inertial-navigation-systems;robotics;ros,BSD-3-Clause,True,False,False,False,False,10,1250,53779,7,118,C++;CMake;Python;C,septentrio-gnss/septentrio_gnss_driver,humble|jazzy|kilted
sick_safetyscanners2,SICKAG, ROS2 driver for SICK safety laser scanners ,https://github.com/SICKAG/sick_safetyscanners2,1836,32,44,10,driver;laserscanner;microscan3;nanoscan3;outdoorscan3;ros-api;ros-driver;rosdistro;safety-laser-scanner;safety-laserscanner;sensor;sick-ag;sick-safety-scanners;sick-safetyscanners,Apache-2.0,True,False,False,False,False,7,117,1836,8,32,C++;Python;CMake,SICKAG/sick_safetyscanners2,humble|jazzy|kilted
sick_safetyscanners2_interfaces,SICKAG,Interfaces for the ROS2 driver for SICK safety laser scanners,https://github.com/SICKAG/sick_safetyscanners2_interfaces,15,3,12,0,driver;laserscanner;microscan3;nanoscan3;outdoorscan3;ros-api;ros-driver;rosdistro;safety-laser-scanner;safety-laserscanner;sensor;sick-ag;sick-safety-scanners;sick-safetyscanners,Apache-2.0,True,False,False,False,False,3,16,15,4,3,CMake,SICKAG/sick_safetyscanners2_interfaces,humble|jazzy|kilted
sick_safetyscanners_base,SICKAG,CPP (C++) Driver for SICK safety laser scanners,https://github.com/SICKAG/sick_safetyscanners_base,1852,18,36,4,driver;laserscanner;microscan3;nanoscan3;outdoorscan3;safety-laser-scanner;safety-laserscanner;sensor;sick-ag;sick-safety-scanners;sick-safetyscanners,Apache-2.0,True,False,False,False,False,8,367,1852,6,18,C++;CMake;C,SICKAG/sick_safetyscanners_base,humble|jazzy|kilted
sick_safevisionary_base,SICKAG,C++ driver for SICK safeVisionary 3D cameras,https://github.com/SICKAG/sick_safevisionary_base,380,5,2,0,,Apache-2.0,True,False,False,False,False,4,20,380,3,5,C++;C;CMake,SICKAG/sick_safevisionary_base,humble|jazzy|kilted
sick_scan_xd,SICKAG,"A versatile driver for a wide range of SICK LiDAR and RADAR devices, providing support for both Linux (native, ROS 1, ROS 2) and Windows (native, ROS 2) platforms.",https://github.com/SICKAG/sick_scan_xd,91217,162,116,1,ldmrs;lms;lrs;mrs;rms;tim,Apache-2.0,True,True,False,False,False,13,264,91217,13,162,C++;Python;Shell;C;Batchfile;CMake,SICKAG/sick_scan_xd,humble|jazzy|kilted
sicks300_ros2,ajtudela,Driver for the Sick S300 Safety laser scanners with an interface for ROS 2,https://github.com/ajtudela/sicks300_ros2,117,6,2,0,driver;laser;lifecycle;ros;ros2;s300;sick,Apache-2.0,True,False,False,False,False,1,76,117,3,6,C++;Python;CMake,ajtudela/sicks300_ros2,humble|jazzy|kilted
simple_actions,DLu,A simple version of the rclpy/rclcpp action libraries.,https://github.com/DLu/simple_actions,39,22,6,2,,BSD-3-Clause,True,False,False,False,False,3,25,39,1,22,C++;Python;CMake,DLu/simple_actions,humble|jazzy|kilted
simple_grasping,mikeferguson,ROS components for grasping,https://github.com/mikeferguson/simple_grasping,56,61,37,2,grasping;manipulation;robotics;ros;ros2,BSD-3-Clause,True,False,False,False,False,2,35,56,7,61,C++;CMake;Python,mikeferguson/simple_grasping,humble|jazzy|kilted
simple_launch,oKermorgant,This package provides a Python class to help writing ROS 2 launch files.,https://github.com/oKermorgant/simple_launch,262,95,8,0,,MIT,True,False,False,False,False,3,172,262,7,95,Python;CMake,oKermorgant/simple_launch,humble|jazzy|kilted
simple-term-menu,clearpathrobotics,A Python package which creates simple interactive menus on the command line.,https://github.com/clearpathrobotics/simple-term-menu,586,0,0,0,,MIT,True,False,False,False,False,11,241,586,0,0,Python;CMake,clearpathrobotics/simple-term-menu,humble|jazzy
simulation_interfaces,ros-simulation,Standard interfaces for interacting with simulators from ROS 2,https://github.com/ros-simulation/simulation_interfaces,49,126,14,7,,Apache-2.0,True,False,False,False,False,9,44,49,21,126,CMake,ros-simulation/simulation_interfaces,humble|jazzy|kilted
situational_graphs_datasets,snt-arg,Structured indoors synthetic datset in the form of graphs as a tool for S-graphs,https://github.com/snt-arg/situational_graphs_datasets,198,0,0,0,,GPL-3.0,True,False,False,False,False,2,27,198,4,0,Python,snt-arg/situational_graphs_datasets,humble
situational_graphs_msgs,snt-arg,Custom Messages used in S-Graphs,https://github.com/snt-arg/situational_graphs_msgs,18,0,1,0,,GPL-3.0,True,False,False,False,False,2,11,18,3,0,CMake,snt-arg/situational_graphs_msgs,humble
situational_graphs_reasoning,snt-arg,Reasoning on S-Graph for the automatic generation of high-level entities,https://github.com/snt-arg/situational_graphs_reasoning,36675,2,1,0,,GPL-3.0,True,False,False,False,False,3,68,36675,3,2,Python,snt-arg/situational_graphs_reasoning,humble
situational_graphs_reasoning_msgs,snt-arg,ROS2 messages for reasoning over situational graphs,https://github.com/snt-arg/situational_graphs_reasoning_msgs,40,0,0,0,,GPL-3.0,True,False,False,False,False,4,26,40,4,0,CMake,snt-arg/situational_graphs_reasoning_msgs,humble
situational_graphs_wrapper,snt-arg,Graph wrapper for Networkx library as a tool for Sgraphs reasoning stack,https://github.com/snt-arg/situational_graphs_wrapper,49,0,0,0,,GPL-3.0,True,False,False,False,False,2,19,49,3,0,Python,snt-arg/situational_graphs_wrapper,humble
slam_toolbox,SteveMacenski,Slam Toolbox for lifelong mapping and localization in potentially massive maps with ROS,https://github.com/SteveMacenski/slam_toolbox,66772,2298,642,55,,LGPL-2.1,True,False,False,True,False,74,565,66772,38,2298,C++;CMake;Python;C;Dockerfile,SteveMacenski/slam_toolbox,humble|jazzy|kilted
slg_msgs,ajtudela,This package provides classes and messages to interact with laser related geometry.,https://github.com/ajtudela/slg_msgs,121,3,3,0,geometry;laserscan;ros;ros2,Apache-2.0,True,False,False,False,False,1,63,121,1,3,C++;CMake,ajtudela/slg_msgs,humble|jazzy|kilted
slider_publisher,oKermorgant,Generic slider-based GUI to publish any kind of message,https://github.com/oKermorgant/slider_publisher,69,18,9,0,publisher;ros;slider-plugin,MIT,True,False,False,False,False,1,48,69,2,18,Python;CMake,oKermorgant/slider_publisher,humble|jazzy|kilted
snowbot_operating_system,PickNikRobotics,The weather outside is frightful,https://github.com/PickNikRobotics/snowbot_operating_system,29,18,3,2,,BSD-2-Clause,True,False,False,False,False,1,13,29,4,18,C++;CMake,PickNikRobotics/snowbot_operating_system,humble|jazzy|kilted
soar_ros,THA-Embedded-Systems-Lab,A ROS 2 package integrating the Soar cognitive architecture into the ROS ecosystem.,https://github.com/THA-Embedded-Systems-Lab/soar_ros,11050,18,6,2,ai;cognitivearchitecture;ros2,Other,True,True,False,False,False,2,38,11050,1,18,C++;Python;CMake;Dockerfile,THA-Embedded-Systems-Lab/soar_ros,humble|jazzy|kilted
soccer_visualization,ijnek,,https://github.com/ijnek/soccer_visualization,141,1,0,1,,Apache-2.0,True,True,False,False,False,2,29,141,1,1,C++;CMake;Python,ijnek/soccer_visualization,humble
soccer_object_msgs,ijnek,,https://github.com/ijnek/soccer_object_msgs,8941,1,0,1,,Apache-2.0,True,True,False,False,False,2,64,8941,1,1,CMake,ijnek/soccer_object_msgs,humble
sol_vendor,OUXT-Polaris,,https://github.com/OUXT-Polaris/sol_vendor,54,1,0,1,,Apache-2.0,True,True,False,False,False,5,67,54,4,1,CMake,OUXT-Polaris/sol_vendor,humble|jazzy|kilted
sophus,clalancette,C++ implementation of Lie Groups using Eigen.,https://github.com/clalancette/sophus,1409,0,3,0,,,True,False,False,False,False,1,10,1409,0,0,,clalancette/sophus,humble|jazzy|kilted
spdlog_vendor,ros2,Vendor package for spdlog,https://github.com/ros2/spdlog_vendor,54,4,11,0,,Apache-2.0,True,True,False,False,False,14,65,54,21,4,CMake,ros2/spdlog_vendor,humble|jazzy|kilted
srdfdom,ros-planning,Semantic Robot Description Format,https://github.com/moveit/srdfdom,208,22,74,3,,BSD-3-Clause,True,False,False,False,False,32,201,208,23,22,C++;Python;CMake;C;Shell,moveit/srdfdom,humble|jazzy|kilted
stomp,ros-industrial,Stochastic Trajectory Optimization for Motion Planning (STOMP),https://github.com/ros-industrial/stomp,11338,29,9,5,,Apache-2.0,True,True,False,False,False,21,670,11338,4,29,C++;Python;CMake;Shell,ros-industrial/stomp,humble|jazzy|kilted
swri_console,swri-robotics,Replacement for rqt_console,https://github.com/swri-robotics/swri_console,2798,57,23,7,,Other,True,False,False,False,False,12,155,2798,17,57,C++;Python;CMake,swri-robotics/swri_console,humble|jazzy|kilted
synapticon_ros2_control,synapticon,A ros2_control interface for Synapticon motor drivers,https://github.com/synapticon/synapticon_ros2_control,9093,8,11,11,,MIT,True,False,False,False,False,5,199,9093,2,8,C;C++;Python;CMake;Dockerfile;Shell,synapticon/synapticon_ros2_control,humble|jazzy
sync_parameter_server,Tacha-S,ROS2 package for managing the synchronization of parameters between multiple nodes.,https://github.com/Tacha-S/sync_parameter_server,71,6,0,0,ros2,Apache-2.0,True,False,False,False,False,1,11,71,1,6,C++;Python;CMake,Tacha-S/sync_parameter_server,humble
sync_tooling_msgs,tier4,ROS2 message types used in tier4/sync_tooling and drivers like tier4/nebula,https://github.com/tier4/sync_tooling_msgs,165,1,0,1,,Apache-2.0,True,False,False,False,False,1,63,165,1,1,Python;CMake,tier4/sync_tooling_msgs,humble|jazzy
synchros2,bdaiinstitute,Wrappers and other utilities for ROS2,https://github.com/bdaiinstitute/synchros2,872,57,8,2,,MIT,True,True,False,True,False,16,177,872,11,57,Python;Shell;CMake;Dockerfile,bdaiinstitute/synchros2,humble|jazzy
ros_system_fingerprint,MetroRobots,A simple tool for getting information about a system to share,https://github.com/MetroRobots/ros_system_fingerprint,49,33,1,2,,BSD-2-Clause,True,False,False,False,False,2,29,49,3,33,Python,MetroRobots/ros_system_fingerprint,humble|jazzy|kilted
talos_simulation,pal-robotics,,https://github.com/pal-robotics/talos_simulation,19633,8,2,2,biped;humanoid;humanoid-robot;position-control;simulation;torque-control,Apache-2.0,False,False,False,False,False,7,165,19633,8,8,Python;CMake,pal-robotics/talos_simulation,humble
talos_moveit_config,pal-robotics,,https://github.com/pal-robotics/talos_moveit_config,92,1,1,0,,,False,False,False,False,False,5,54,92,6,1,CMake,pal-robotics/talos_moveit_config,humble
tango_icons_vendor,ros-visualization,Provides Tango icons for non-linux systems,https://github.com/ros-visualization/tango_icons_vendor,865,1,2,0,,Apache-2.0,False,True,False,False,False,8,34,865,6,1,CMake,ros-visualization/tango_icons_vendor,humble|jazzy|kilted
tecgihan_driver,tecgihan,"This package contains softwares for Tec Gihan Co.,Ltd. sensor amplifiers running with Linux and ROS.",https://github.com/tecgihan/tecgihan_driver,5300,1,4,3,,BSD-3-Clause,True,False,False,False,False,4,28,5300,1,1,Python,tecgihan/tecgihan_driver,humble|jazzy
teleop_twist_joy,ros2,Simple joystick teleop for twist robots,https://github.com/ros2/teleop_twist_joy,122,82,91,2,,Other,True,False,False,False,False,22,120,122,9,82,C++;Python;CMake,ros2/teleop_twist_joy,humble|jazzy|kilted
teleop_twist_keyboard,ros2,Generic Keyboard Teleop for ROS 2,https://github.com/ros2/teleop_twist_keyboard,41,48,53,1,,Other,True,True,False,False,False,15,61,41,11,48,Python,ros2/teleop_twist_keyboard,humble|jazzy|kilted
tensorrt_cmake_module,tier4,,https://github.com/tier4/tensorrt_cmake_module,16,2,5,1,,Apache-2.0,True,True,False,False,False,1,14,16,3,2,CMake,tier4/tensorrt_cmake_module,humble|jazzy|kilted
test_interface_files,ros2,,https://github.com/ros2/test_interface_files,178,4,14,3,,Apache-2.0,False,True,False,False,False,20,114,178,19,4,CMake,ros2/test_interface_files,humble|jazzy|kilted
tf_transformations,DLu,Reimplementation of the tf/transformations.py library for common Python spatial operations,https://github.com/DLu/tf_transformations,27,59,18,5,,BSD-3-Clause,True,False,False,False,False,4,18,27,1,59,Python,DLu/tf_transformations,humble|jazzy|kilted
tf_tree_terminal,Tanneguydv,A lightweight ROS 2 utility to visualize the Coordinate Transform (TF) tree directly in the terminal with a folder-style structure.,https://github.com/Tanneguydv/tf_tree_terminal,72,56,2,0,,MIT,True,False,False,False,False,1,32,72,3,56,Python,Tanneguydv/tf_tree_terminal,humble|jazzy|kilted
tiago_moveit_config,pal-robotics,,https://github.com/pal-robotics/tiago_moveit_config,887,6,17,2,,Apache-2.0,True,True,False,False,False,14,291,887,8,6,Python;Shell;EmberScript;CMake,pal-robotics/tiago_moveit_config,humble
tiago_pro_moveit_config,pal-robotics,TIAGo Pro's automatically generated package with all the configuration and launch files for using the tiago_pro with the MoveIt! Motion Planning Framework,https://github.com/pal-robotics/tiago_pro_moveit_config,213,0,2,0,,Apache-2.0,False,True,False,False,False,12,135,213,6,0,Python;Shell;EmberScript;CMake,pal-robotics/tiago_pro_moveit_config,humble
tinyspline_vendor,wep21,,https://github.com/wep21/tinyspline_vendor,10,0,0,0,,Apache-2.0,True,True,False,False,False,1,8,10,1,0,CMake,wep21/tinyspline_vendor,humble|jazzy|kilted
tinyxml2_vendor,ros2,temporary vendor package for tinyxml2,https://github.com/ros2/tinyxml2_vendor,45,3,12,2,,Apache-2.0,True,False,False,False,False,20,48,45,19,3,CMake,ros2/tinyxml2_vendor,humble|jazzy|kilted
tinyxml_vendor,ros2,Vendor package for providing tinyxml within a cmake package,https://github.com/ros2/tinyxml_vendor,29,3,12,1,,Apache-2.0,True,True,False,False,False,12,37,29,19,3,CMake,ros2/tinyxml_vendor,humble|jazzy|kilted
tlsf,ros2,Snapshot of TLSF allocator,https://github.com/ros2/tlsf,47,7,6,0,,,False,False,False,False,False,12,51,47,22,7,C;CMake,ros2/tlsf,humble|jazzy|kilted
topic_based_ros2_control-release,ros2-gbp,,https://github.com/ros2-gbp/topic_based_ros2_control-release,236,0,5,0,,,True,False,False,False,False,4,58,236,8,0,,ros2-gbp/topic_based_ros2_control-release,humble
tracetools_acceleration,ros-acceleration,LTTng tracing provider wrapper for ROS 2 packages in the Hardware Acceleration Working Group.,https://github.com/ros-acceleration/tracetools_acceleration,27,0,3,0,fpga;gpu;hardware-acceleration;lttng;robotics;ros;ros2,Apache-2.0,True,False,False,False,False,2,12,27,3,0,C;C++;CMake,ros-acceleration/tracetools_acceleration,humble|jazzy|kilted
tsid,stack-of-tasks,Efficient Task Space Inverse Dynamics (TSID) based on Pinocchio,https://github.com/stack-of-tasks/tsid,6811,300,92,10,control;humanoids;optimization;pinocchio;robotics;task-space-inverse-dynamics,BSD-2-Clause,True,False,False,False,False,34,790,6811,14,300,C++;HTML;Python;Jupyter Notebook;CMake;Nix,stack-of-tasks/tsid,humble|jazzy|kilted
turbojpeg_compressed_image_transport,wep21,,https://github.com/wep21/turbojpeg_compressed_image_transport,28,2,1,0,,Apache-2.0,False,True,False,False,False,2,16,28,1,2,C++;CMake,wep21/turbojpeg_compressed_image_transport,humble|jazzy|kilted
turtle_nest,Jannkar,ROS 2 Package Creator,https://github.com/Jannkar/turtle_nest,3680,207,19,2,,Apache-2.0,True,False,False,False,False,2,55,3680,4,207,C++;C;QMake;Python;CMake;Dockerfile;Shell,Jannkar/turtle_nest,humble|jazzy|kilted
turtlebot3_applications_msgs,ROBOTIS-GIT,ROS applications msgs package for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_applications_msgs,26,8,5,0,dynamixel;mobile;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,3,18,26,8,8,CMake,ROBOTIS-GIT/turtlebot3_applications_msgs,humble|jazzy
turtlebot3_machine_learning,ROBOTIS-GIT,,https://github.com/ROBOTIS-GIT/turtlebot3_machine_learning,3309,143,88,4,,Apache-2.0,True,True,False,False,False,8,228,3309,16,143,Python;CMake,ROBOTIS-GIT/turtlebot3_machine_learning,humble|jazzy
turtlebot3_msgs,ROBOTIS-GIT,ROS msgs package for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_msgs,81,77,143,0,dynamixel;mobile;package;robot;robotis;ros;turtlebot;turtlebot3,Apache-2.0,True,True,False,False,False,8,90,81,11,77,CMake,ROBOTIS-GIT/turtlebot3_msgs,humble|jazzy|kilted
turtlebot4_setup,turtlebot,TurtleBot 4 setup tools and configuration files.,https://github.com/turtlebot/turtlebot4_setup,151,31,5,0,,Apache-2.0,True,True,False,True,False,4,68,151,6,31,Python;Shell;CMake,turtlebot/turtlebot4_setup,humble|jazzy
tuw_geometry,tuw-robotics,"Classes to handle and visualize 2D and 3D objects such as points, poses, lines as well as a plot windows for debugging.",https://github.com/tuw-robotics/tuw_geometry,287,7,11,0,,BSD-3-Clause,True,False,False,False,False,6,158,287,7,7,C++;CMake;Dockerfile;Makefile;Shell,tuw-robotics/tuw_geometry,humble|jazzy|kilted
tvm_vendor,autowarefoundation,A ROS 1/ROS 2 hybrid package wrapping the Apache TVM project.,https://github.com/autowarefoundation/tvm_vendor,48,10,8,1,,Apache-2.0,True,False,False,False,False,6,75,48,3,10,CMake,autowarefoundation/tvm_vendor,humble|jazzy|kilted
twist_mux,ros-teleop,Twist multiplexer,https://github.com/ros-teleop/twist_mux,72,69,116,23,,Apache-2.0,True,True,False,False,False,9,48,72,4,69,C++;Python;CMake,ros-teleop/twist_mux,humble|jazzy|kilted
twist_mux_msgs,ros-teleop,Twist multiplexer messages,https://github.com/ros-teleop/twist_mux_msgs,17,2,8,1,,Apache-2.0,True,True,False,False,False,2,19,17,4,2,CMake,ros-teleop/twist_mux_msgs,humble|jazzy|kilted
twist_stamper,joshnewans,ROS2 package for converting Twist messages to TwistStamped,https://github.com/joshnewans/twist_stamper,29,15,13,3,,Apache-2.0,True,True,False,False,False,4,20,29,1,15,Python,joshnewans/twist_stamper,humble|jazzy|kilted
udp_msgs,flynneva,ROS2 udp_msgs package,https://github.com/flynneva/udp_msgs,24,2,3,0,,MIT,True,True,False,False,False,2,28,24,1,2,CMake,flynneva/udp_msgs,humble|jazzy|kilted
uncrustify_vendor,ament,CMake shim over the uncrustify library: https://github.com/uncrustify/uncrustify,https://github.com/ament/uncrustify_vendor,38,0,10,2,,Apache-2.0,True,False,False,False,False,12,48,38,15,0,CMake,ament/uncrustify_vendor,humble|jazzy|kilted
unique_identifier_msgs,ros2,,https://github.com/ros2/unique_identifier_msgs,43,8,15,1,,BSD-3-Clause,True,True,False,False,False,15,49,43,22,8,CMake,ros2/unique_identifier_msgs,humble|jazzy|kilted
unitree_ros,snt-arg,A ROS2 package to control the Unitree GO1 robot,https://github.com/snt-arg/unitree_ros,21039,54,9,4,driver;legged-robot;robot;ros2;unitree-go1,GPL-3.0,True,False,False,False,False,3,265,21039,4,54,C++;CMake;Dockerfile;Python,snt-arg/unitree_ros,humble
Universal_Robots_Client_Library,UniversalRobots,A C++ library for accessing the UR interfaces that facilitate the use of UR robotic manipulators by external applications.,https://github.com/UniversalRobots/Universal_Robots_Client_Library,5942,192,127,27,,Apache-2.0,True,False,False,False,False,60,1338,5942,13,192,C++;Shell;CMake;Python;C;Ruby,UniversalRobots/Universal_Robots_Client_Library,humble|jazzy|kilted
Universal_Robots_ROS2_Description,UniversalRobots,ROS2 URDF description for Universal Robots,https://github.com/UniversalRobots/Universal_Robots_ROS2_Description,31459,283,190,12,robotics;ros2;universal-robots;ur10;ur10e;ur16e;ur20;ur3;ur3e;ur5;ur5e,BSD-3-Clause,True,True,False,False,False,22,254,31459,15,283,Python;CMake,UniversalRobots/Universal_Robots_ROS2_Description,humble|jazzy|kilted
ur_msgs,ros-industrial,ROS messages and services for Universal Robots robot controllers.,https://github.com/ros-industrial/ur_msgs,56,21,35,3,ros;ros-industrial;universal-robots,BSD-3-Clause,True,True,False,False,False,11,91,56,4,21,CMake,ros-industrial/ur_msgs,humble|jazzy|kilted
Universal_Robots_ROS2_GZ_Simulation,UniversalRobots,,https://github.com/UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,656,79,38,1,,BSD-3-Clause,True,True,False,False,False,10,68,656,8,79,Python;CMake,UniversalRobots/Universal_Robots_ROS2_GZ_Simulation,humble|jazzy|kilted
urdf_launch,ros,Launch files for common URDF operations,https://github.com/ros/urdf_launch,28,40,12,0,,BSD-3-Clause,True,False,False,False,False,3,17,28,3,40,Python;CMake,ros/urdf_launch,humble|jazzy|kilted
urdf_sim_tutorial,ros,,https://github.com/ros/urdf_sim_tutorial,304,90,49,5,,BSD-3-Clause,True,False,False,False,False,5,22,304,10,90,CMake,ros/urdf_sim_tutorial,humble
urdf_test,pal-robotics,,https://github.com/pal-robotics/urdf_test,31,1,0,0,rostest;tests;urdf;urdf-testing,Apache-2.0,True,True,False,False,False,4,48,31,4,1,Python;CMake,pal-robotics/urdf_test,humble
urdf_tutorial,ros,,https://github.com/ros/urdf_tutorial,1855,284,271,9,,BSD-3-Clause,True,False,False,False,False,17,97,1855,17,284,Python;CMake,ros/urdf_tutorial,humble|jazzy|kilted
urdfdom,ros,URDF parser,https://github.com/ros/urdfdom,4098,119,147,55,,Other,True,False,False,False,False,45,823,4098,22,119,C++;CMake;C,ros/urdfdom,humble|jazzy|kilted
urdf_parser_py,ros,Standalone URDF parser for Python.,https://github.com/ros/urdf_parser_py,271,103,55,21,,BSD-3-Clause,True,False,False,False,False,23,140,271,13,103,Python,ros/urdf_parser_py,humble|jazzy|kilted
urg_c,ros-drivers,"This project introduces sample programs of the URG library. Applications using URG and URG library are also introduced here. URG is Scanning Laser Range Finder of Hokuyo Automatic Co., for robots, autonomous systems and security systems.",https://github.com/ros-drivers/urg_c,2090,12,32,4,hokuyo;laser,,True,False,False,False,False,7,282,2090,7,12,C;Makefile;CSS;CMake;Ruby;Batchfile;Shell;C++,ros-drivers/urg_c,humble|jazzy|kilted
urg_node,ros-drivers,ROS wrapper for the Hokuyo urg_c library.,https://github.com/ros-drivers/urg_node,205,114,156,14,drivers;hokuyo;laser;ros;ros2,Other,True,False,False,False,False,14,124,205,14,114,C++;Python;CMake,ros-drivers/urg_node,humble|jazzy|kilted
urg_node_msgs,ros-drivers,ROS2 messages for the Hokuyo urg_node package.,https://github.com/ros-drivers/urg_node_msgs,12,1,6,0,drivers;hokuyo;laser;ros2,BSD-3-Clause,True,False,False,False,False,7,23,12,1,1,CMake,ros-drivers/urg_node_msgs,humble|jazzy|kilted
urinterfaces,UniversalRobots,ROS 2 interface types for PolyScopeX,https://github.com/UniversalRobots/urinterfaces,6,0,2,0,polyscopex;ros2;universal-robots,BSD-3-Clause,True,True,False,False,False,2,3,6,1,0,CMake,UniversalRobots/urinterfaces,humble
usb_cam,ros-drivers,A ROS Driver for V4L2 USB Cameras,https://github.com/ros-drivers/usb_cam,1877,683,672,26,,Other,True,True,False,False,False,36,488,1877,28,683,C++;Python;CMake,ros-drivers/usb_cam,humble|jazzy|kilted
vector_pursuit_controller,blackcoffeerobotics,Implementation of vector pursuit path following controller as a nav2 plugin,https://github.com/blackcoffeerobotics/vector_pursuit_controller,433,90,15,0,controller;mobile-robot-navigation;nav2-plugins;ros2;ros2-navigation;vector-pursuit,Apache-2.0,True,False,False,False,False,2,24,433,7,90,C++;Python;CMake,blackcoffeerobotics/vector_pursuit_controller,humble|jazzy
vision_msgs_layers,ros-sports,,https://github.com/ros-sports/vision_msgs_layers,44,2,1,0,,Apache-2.0,True,True,False,False,False,2,32,44,1,2,C++;C;CMake,ros-sports/vision_msgs_layers,humble|jazzy|kilted
vitis_common,ros-acceleration,Common code for working with Vitis™ Unified Software Platform in ROS 2.,https://github.com/ros-acceleration/vitis_common,552,0,6,0,fpga;hardware;hardware-acceleration;robotics;ros2;vitis;xilinx,Apache-2.0,False,False,False,False,False,2,19,552,2,0,C++;C;CMake,ros-acceleration/vitis_common,humble|jazzy|kilted
vizanti,MoffKalast,A mission planner and visualizer for controlling outdoor ROS robots.,https://github.com/MoffKalast/vizanti,8304,235,50,23,flask;ros;ros2;rosbridge,BSD-3-Clause,True,False,False,False,True,5,262,8304,11,235,JavaScript;HTML;Python;CSS;CMake;Dockerfile,MoffKalast/vizanti,humble|jazzy
vrpn_mocap,alvinsunyixiao,,https://github.com/alvinsunyixiao/vrpn_mocap,44,34,13,3,,MIT,True,True,False,False,False,4,43,44,1,34,C++;CMake,alvinsunyixiao/vrpn_mocap,humble|jazzy|kilted
wall_follower_ros2,rfzeg,Wall follower node ROS2,https://github.com/rfzeg/wall_follower_ros2,23,3,2,1,,Other,True,False,False,False,False,1,18,23,1,3,C++;CMake;Python,rfzeg/wall_follower_ros2,humble
warehouse_ros,ros-planning,Data persistence for ROS using MongoDB,https://github.com/moveit/warehouse_ros,171,36,44,3,,BSD-3-Clause,True,False,False,False,False,18,111,171,23,36,C++;CMake,moveit/warehouse_ros,humble|jazzy|kilted
warehouse_ros_mongo,ros-planning,Implementation of warehouse_ros using MongoDB,https://github.com/moveit/warehouse_ros_mongo,169,17,35,14,,,True,False,False,False,False,16,135,169,22,17,C++;CMake;Python,moveit/warehouse_ros_mongo,humble
warehouse_ros_sqlite,ros-planning,Data persistence for ROS using SQLite,https://github.com/moveit/warehouse_ros_sqlite,102,16,12,3,,BSD-3-Clause,True,True,False,False,False,6,68,102,15,16,C++;CMake;Shell,moveit/warehouse_ros_sqlite,humble|jazzy|kilted
web_video_server,RobotWebTools,HTTP Streaming of ROS Image Topics in Multiple Formats,https://github.com/RobotWebTools/web_video_server,276,363,212,23,,BSD-3-Clause,True,True,False,False,False,23,114,276,27,363,C++;CMake,RobotWebTools/web_video_server,humble|jazzy|kilted
weight_scale_interfaces,TechMagicKK,,https://github.com/TechMagicKK/weight_scale_interfaces,25,0,0,0,,Apache-2.0,True,False,False,False,False,4,32,25,3,0,CMake,TechMagicKK/weight_scale_interfaces,humble
ros2_whill,whill-labs,ROS2 package for Model CR series,https://github.com/whill-labs/ros2_whill,100,27,19,2,,MIT,True,False,False,False,False,2,20,100,6,27,C++;Python;CMake,whill-labs/ros2_whill,humble
